,A,B,C,D
2000-01-01,-0.5479151810928263,0.7585035671650282,-0.7915527339166057,-0.014276215096031601
2000-01-02,-1.4786520159926413,-1.8248625282371542,0.0014156168611411113,-1.0678637707676857
2000-01-03,-3.070726803294386,-1.6559670104838138,-0.5514114277617373,-2.188238071682052
2000-01-04,-3.317105151330431,-1.8107775637061068,0.35399957681797334,-1.9957602625575013
2000-01-05,-2.8223080422684053,-2.7570770510658162,1.2100570973141975,-1.250591800103325
2000-01-06,-2.2238654140791843,-3.2569312430910142,3.658672125514629,-1.2325098503514262
2000-01-07,-0.5594111460103863,-2.842820321805858,4.860993002850001,-0.41885310344935245
2000-01-08,-0.5248123941035769,-2.748761819012095,6.280814318672206,0.17061580567436863
2000-01-09,0.20452797637738251,-0.8650219289606849,5.5604564931096245,0.8758712574726347
2000-01-10,0.6888948427676997,-1.704024084076032,5.226061715267047,0.44448340249010054
2000-01-11,1.2721382276801598,-2.478376889434483,2.7635236568855355,-1.2297973063009824
2000-01-12,1.2556573280476269,-2.9940727284671547,2.8696882264270824,0.7455039549957143
2000-01-13,-0.001803096363478307,-2.2958225295690524,2.7380872706189385,2.6403070811495812
2000-01-14,0.14420855917496228,-0.9268104788688967,4.087307513149795,0.16413797136337038
2000-01-15,1.3048112345082097,0.625529819245046,3.542700248753867,-1.499446048805507
2000-01-16,0.6820255215869164,0.552441168813194,3.2013890987505933,-0.1556737759579232
2000-01-17,-1.0653206021467818,-0.3390922219549005,3.792633720572308,-1.7549456837096764
2000-01-18,-1.268417991846499,-3.5127728937899807,3.656896352448523,-0.13212374936468096
2000-01-19,-1.9363895722461735,-1.0691882087955191,2.5548874547692533,0.4139300024774504
2000-01-20,-1.1386783549322619,-2.9938698722214783,3.0941980471639163,-0.9565739071330779
2000-01-21,-0.0967209592721705,-4.141107976672696,3.341247787033567,-0.4368863889001323
2000-01-22,-0.6787631029612109,-5.012663362996001,0.8235755214448042,1.303376542224544
2000-01-23,-2.498525351314982,-6.075937935347145,0.3029075372147785,-0.29420367882053644
2000-01-24,-0.9377849549144852,-6.768486878935357,-0.07852080930445127,-0.16579929271120988
2000-01-25,-0.2523381344594503,-6.882859842870638,0.5456844362733024,-1.10864064302118
2000-01-26,-0.7726525436485714,-7.080129393914403,0.7646473830398788,-3.0414499870053096
2000-01-27,-0.34883114214948274,-6.035375352760035,0.5076734756100604,-2.5228356312436824
2000-01-28,1.7517208606760517,-5.756738453776143,-0.469013586616583,-2.825118245978936
2000-01-29,0.7999382193098763,-4.5591723741285275,-0.08676292365066768,-3.2431010367343807
2000-01-30,1.1496498779660085,-4.433330666070112,1.4766887503403954,-2.4799560486189054
2000-01-31,2.015157420590959,-3.914373037341744,1.8003438320421326,-1.7593074887356686
2000-02-01,2.1446861376492614,-2.493985075771966,1.0528526799065323,-3.370994454742795
2000-02-02,3.5825237909751344,-1.6883529623660896,0.9555215105407281,-4.506622803727957
2000-02-03,3.77858456048812,-1.8695906178146002,1.7328568266584483,-6.366590493475355
2000-02-04,4.911224138464443,-2.792802742526688,2.959023100485572,-6.41543910887446
2000-02-05,4.919579700872011,-3.6134645422606426,4.106508110010683,-5.132982804055395
2000-02-06,4.9912248366103045,-3.0800670418111364,3.360152490466963,-4.257640834946202
2000-02-07,5.84301351347017,-2.274814937876478,3.874482014073722,-3.483566859684065
2000-02-08,6.282913269927594,-3.3212621807173726,5.406769627108887,-2.487107562447327
2000-02-09,5.606514188552685,-4.2972780304888625,5.24867711705864,-3.441072678568298
2000-02-10,4.23969940114971,-3.5294198042534726,6.61626959355184,-4.033283847046932
2000-02-11,3.810936270661771,-6.209501923923973,7.2146097641512235,-4.675556604570748
2000-02-12,3.7548349229976044,-5.387459097519608,5.591537353506659,-5.266877990099926
2000-02-13,4.398418877233283,-4.092690594333276,5.83673928417155,-5.732427205869718
2000-02-14,4.208439302300944,-3.939930465301921,5.745024490941508,-5.745265088590907
2000-02-15,4.618456266628262,-4.336032528111899,5.120647699675505,-5.724330331210495
2000-02-16,4.608565987901993,-3.6825790947879606,5.421018461543752,-6.28194901295681
2000-02-17,4.0298056115015966,-3.2786845885897034,5.444264565675136,-5.98588569819204
2000-02-18,4.023146898326493,-2.6424844119702193,5.095117815888905,-6.931500085605662
2000-02-19,3.9539230087607127,-1.4416559080827118,4.42066814722992,-7.522024117383445
2000-02-20,2.68300908162072,-1.722367774434868,5.274642325817944,-7.9776930383243965
2000-02-21,2.7025426914699673,-1.101631128955392,2.4076127311250524,-6.925695073478119
2000-02-22,3.2464434572643515,-2.0175473264229407,2.3755364896158904,-7.372567213164693
2000-02-23,3.110297259102999,-1.9732585163924015,4.431850856650208,-5.988990396157977
2000-02-24,4.020013389337046,-1.6065159460310385,5.451286456877222,-5.436563849532217
2000-02-25,4.270457043581444,-1.6633765024641105,4.929513873714631,-5.514751638493159
2000-02-26,4.430837140670408,-1.7978288826924314,5.877764475202645,-5.122168618439229
2000-02-27,4.78399574274304,-1.7328331187008823,5.996985896543003,-5.424989104361209
2000-02-28,4.462661708406604,0.5779633496782859,5.866711058719864,-3.9522009007685215
2000-02-29,3.2167893854841436,1.98206387719617,5.1947265324765475,-5.190891993965762
2000-03-01,3.8854317027604903,3.2905483296668487,4.428339265231501,-6.609873681067576
2000-03-02,2.5132138486763402,4.112288030655646,3.9144438847080254,-7.202577217818801
2000-03-03,2.045303065575,5.674057936091805,4.962552232824457,-6.936759601562905
2000-03-04,3.1055435636790527,5.303293078839912,5.7178887593991865,-7.533933249489456
2000-03-05,2.9303282471827683,6.020237430192089,4.7170060058564465,-5.841456207964156
2000-03-06,3.2086284435204715,6.008074371542074,2.414537360628778,-6.126722057688056
2000-03-07,3.0640018944765965,4.500526647692864,1.4866874341678717,-6.720315297150439
2000-03-08,4.417327323439372,4.222542885466145,2.94607008178067,-6.571754118376534
2000-03-09,5.339925791571573,5.542359474522746,2.801976910296672,-6.972999576994983
2000-03-10,5.958880014408018,5.498780704401638,4.102043030387295,-7.806555675529262
2000-03-11,4.867572710104769,5.888326919858121,4.342796901735356,-6.933968040292356
2000-03-12,4.273108057007724,6.30220610547509,5.123091170488652,-7.599270157425516
2000-03-13,1.5963877530091803,6.62298926203196,4.6227407012779365,-6.817792328268104
2000-03-14,1.3459588767646857,6.693547808325552,3.4414036090578035,-5.116991125084802
2000-03-15,3.146293195248088,5.52075842301444,3.517817745095587,-3.1338073719676114
2000-03-16,3.1491047500576297,6.446197157923078,4.741201214916111,-3.194735310926937
2000-03-17,3.8125754837708317,6.544710835692392,4.2959594626002895,-3.265448019946603
2000-03-18,5.742513263079161,8.649881493581065,3.8983610137449243,-2.425349342122163
2000-03-19,5.296151210240883,8.596990021030965,4.331231815447542,-1.9003542184733924
2000-03-20,5.361463662485451,6.995616304326393,4.888053052849155,-3.4877052708034784
2000-03-21,5.157036208792603,7.888277531994388,5.80034661772927,-2.10355817216402
2000-03-22,3.9808744143221757,8.734096917732264,7.197354676585626,-3.3067652919937327
2000-03-23,3.530293921633306,7.3197060561034935,6.843090124091032,-3.584511221994211
2000-03-24,3.810823772959755,6.01251968558164,8.116529458454334,-5.731550644808493
2000-03-25,3.7371222414550203,6.735012490417306,8.806076679928053,-4.51320029433043
2000-03-26,5.464777297358747,7.627008098847979,9.258728238496584,-3.747198978286944
2000-03-27,5.16750601577976,6.125818555808724,9.272041474609296,-1.9402802639339674
2000-03-28,5.151204875826996,5.570595563885197,8.752317118669714,-2.9201357939799992
2000-03-29,5.247080902780622,5.572041050863495,8.038896493448219,-3.2864034928941166
2000-03-30,4.361738319403585,4.6363574311481495,7.866261940381432,-3.794696285213521
2000-03-31,5.6454872022309806,6.221476965590354,8.802836763888475,-2.9832443534070605
2000-04-01,5.625531556234311,8.017764791445074,9.944153926810843,-2.6514204353563953
2000-04-02,6.331722352177701,7.496392532884768,11.043773381353493,-1.4973999120653196
2000-04-03,7.892119183701923,7.382798379732132,10.732047860613083,-0.4910283567582858
2000-04-04,7.2619596129663355,7.692306742870892,10.720233538589643,-0.45035480175257
2000-04-05,8.114276186599021,7.657963988876193,11.871149624799544,-2.187334410368915
2000-04-06,9.131771316558963,8.333309823816181,11.11306588946877,-3.7879886335948134
2000-04-07,8.2884995380164,8.5456091569644,11.912837443397175,-2.7910588531463
2000-04-08,8.616652794180293,8.178857628533331,12.252474935297595,-2.9866330533034837
2000-04-09,9.16290052428061,9.092252846521326,13.132969041259996,-2.6060841618206605
2000-04-10,9.248868345290468,8.733541863700921,13.95647827756978,0.9029024304121447
2000-04-11,8.410094560704168,8.975362429019112,13.279423521037781,1.8857638556987473
2000-04-12,8.718676510471601,9.040313793787956,14.613591193095626,0.5942612358116333
2000-04-13,6.762694168114433,10.127060931833348,15.742276475860102,1.2625066168942203
2000-04-14,5.759763325809027,9.822077968256034,15.996908424180553,0.18594531116921975
2000-04-15,6.706595323488484,10.219598786877887,16.638478085589217,0.541211092715733
2000-04-16,5.712025484436679,10.483109077180357,17.93537728258346,0.41865859742688827
2000-04-17,5.995856531038643,10.875476386167511,19.040645908911113,1.4986190784973226
2000-04-18,7.3803503117950955,10.790168674337382,18.885045579736694,1.7110746348758903
2000-04-19,8.564428671337197,10.62712874420876,18.040924371190147,2.657062778215155
2000-04-20,8.703841540741315,9.383982000710741,16.3009892953631,2.4486672254020654
2000-04-21,10.351170020689565,7.680309439105316,18.432954649430865,1.7683901181446153
2000-04-22,10.718581220110226,7.046721808822742,18.816924519346347,1.2577187075459921
2000-04-23,12.849079460253824,7.016956859499061,18.373212106492105,2.1444000387829965
2000-04-24,13.624620215471795,8.8469830252395,19.00714374375892,2.084238396552183
2000-04-25,14.214705390696208,9.329588155475216,19.530564019361695,1.8730726977840624
2000-04-26,11.746165517499229,8.176736325378227,19.625605394772514,2.9382780675858955
2000-04-27,12.01364788481901,8.918385911234497,19.933849539942027,1.2218532778391686
2000-04-28,9.727036015052295,8.322585438809071,19.965998301571165,2.3907384321479714
2000-04-29,9.031119711357228,7.993438239454833,20.355646435660194,2.100872104933938
2000-04-30,9.039117303709464,6.243952828054143,20.88666338957767,3.0056797536014574
2000-05-01,9.850542129538681,7.643519197165121,21.23806689850051,3.0173866009049224
2000-05-02,10.769375576740293,7.7305628718936985,22.428660713752237,1.9130097980383411
2000-05-03,12.172912070165825,8.108562335633113,22.00618596543359,2.3730524336698924
2000-05-04,13.210968740475845,7.120078196016681,22.03819335197078,0.5831183484574134
2000-05-05,14.173708572467032,8.07759001106508,21.708481034849257,0.9287982037019358
2000-05-06,13.528422043996242,8.00484465700068,20.821159198753072,1.505679663286333
2000-05-07,14.71683612710396,6.819391567459963,22.46077204561903,0.7279244611435826
2000-05-08,15.064600557086408,7.7890589133566985,24.657723196401857,0.8431295164112514
2000-05-09,15.975467765871658,8.428284974874,25.447035796315706,0.14777984348138962
2000-05-10,13.973676371951184,9.40023159709841,25.249738304543,0.13869605980803432
2000-05-11,12.994261902677692,11.757186561411862,25.581848220497008,0.7861775196035735
2000-05-12,12.680791994538552,11.052609192285571,24.729766800127592,1.5281643761706873
2000-05-13,11.496778211603814,12.011417191039786,23.231318352178466,0.6068347299069217
2000-05-14,11.286389414020897,13.77994174395219,23.246312063306917,-0.25735393978760246
2000-05-15,10.606467117191698,13.195480819902631,22.262931438236347,1.0489031708663532
2000-05-16,10.914098844892036,12.136175019095894,22.02079974059002,1.8975606389374142
2000-05-17,11.377139061776353,12.373669162959452,24.60566277546434,1.4149329054074034
2000-05-18,12.08264096478579,12.721652544424494,24.17724909390381,1.627612638073566
2000-05-19,11.93107165086129,12.642703779146162,24.050576049112134,0.6573843459986358
2000-05-20,9.390346525867637,11.556196818704816,23.24607357768769,0.07028682216897153
2000-05-21,8.974734387068608,13.747320081868855,21.127975643758838,-0.3418124791690146
2000-05-22,9.641950486673394,15.961947716999626,19.626483076634003,0.03901106099899887
2000-05-23,9.286503453250107,16.023056169414154,19.593884390067995,0.5134908068434137
2000-05-24,9.27707385295611,16.473647129390894,19.698587965051356,0.9795336272395481
2000-05-25,9.412317353755386,17.215459530327514,21.41800034380297,1.1276154550160697
2000-05-26,8.05683655591479,15.081028971403384,21.644838530426842,1.0197773705619808
2000-05-27,7.530415849186657,16.31476509001918,23.37435641691825,2.4996660413210394
2000-05-28,7.273579674945432,16.540202057768777,23.078010836390554,2.3641254277694754
2000-05-29,7.569432004448269,16.155542323317878,22.503744077643287,0.3180457103642027
2000-05-30,7.891127907806678,15.28354932808477,21.7533599714689,-0.17049563935188233
2000-05-31,8.811296825399914,15.889274146395426,22.085187206771945,0.30653243909714617
2000-06-01,10.103506464584862,15.325322618470585,21.919676197892958,1.3962601807865256
2000-06-02,9.883455926915287,15.68223990680751,23.55051142784166,3.096874061491484
2000-06-03,9.620210682084195,15.403670378611023,23.90096819125178,1.5169271006214604
2000-06-04,8.801530122544081,16.645087323789323,24.1987589966488,1.547312767864966
2000-06-05,9.392526720012809,18.077558063499293,24.4356923368315,0.7233747377536697
2000-06-06,10.004604031513445,18.627746658272926,25.17458151059728,0.46069170905895596
2000-06-07,7.831780853218504,18.8812285869467,25.034859291714234,0.8265345643482445
2000-06-08,8.407159727379833,19.148622445170403,24.964092882274457,-0.6090231331994169
2000-06-09,8.832025623328205,19.2999845857807,25.457526718459004,-2.099332127313692
2000-06-10,7.809902666843925,21.603606220867576,25.738825748455625,-1.8768475506059459
2000-06-11,8.641115785987296,22.669017216056957,24.65650640352117,-2.1348451611808015
2000-06-12,8.224962545881224,23.742197955449956,25.592069019397766,-1.9168465185880759
2000-06-13,7.127999771398554,21.593235643420993,25.780156154047,-0.9816098356148008
2000-06-14,6.948601428369489,23.61713228925721,25.232101314920396,-0.9665356368981436
2000-06-15,7.179798797563664,24.112484947981873,25.960950350276715,-0.7098338579882738
2000-06-16,7.830854136363416,24.268147951876166,26.693042133639967,0.8543621754769323
2000-06-17,7.16942557820811,24.283511069714866,27.84563070777805,-0.04385806986290541
2000-06-18,5.833189070627421,24.54761694202242,25.490612633145354,1.3714890818858605
2000-06-19,5.221038181116551,25.96716446665566,26.023140650222174,2.4423950508779635
2000-06-20,2.399678760444473,25.561175367362324,25.36834559988582,3.745926784015115
2000-06-21,2.789530651743388,26.690624542090163,22.73665300115234,4.1049855060824765
2000-06-22,2.7894067574409966,27.497562498634245,23.032477897815987,3.8377930335737447
2000-06-23,2.3526852037623716,28.186427250670825,22.437502109065175,3.593745668443482
2000-06-24,2.3311992293589663,27.96727171123694,21.102074212310793,3.0110904939362753
2000-06-25,1.7086289746141758,28.236294049683842,21.811370719867746,2.8430238262086394
2000-06-26,2.073369161586631,27.840676881716735,20.31268290458233,3.141576768902143
2000-06-27,2.370706594681833,27.820349288608504,21.141336110056045,2.1350927559919928
2000-06-28,2.869761695875994,28.37612119823523,21.311436952949666,2.66601966673135
2000-06-29,2.5552348884986773,27.35605884659218,21.565830200635574,2.2468375983112665
2000-06-30,3.523177381492901,27.36728022882054,23.205409219782727,1.1708787655507367
2000-07-01,2.801525178565796,28.281353392274006,24.64712491179292,1.085958161905498
2000-07-02,4.400879271324683,28.10303831892765,24.03633119633691,1.0309654111091573
2000-07-03,2.7659920381840344,27.43600166970747,24.065686814324874,0.287548618192656
2000-07-04,1.8322097623720381,27.952738568786508,25.624814521355045,0.14752476220055608
2000-07-05,2.295497801428439,28.582961498330867,24.699466516005156,1.0557103234760539
2000-07-06,1.6658803010032985,28.38546005960531,24.45383769550146,0.40560520177752235
2000-07-07,2.998144552635987,27.73026101688902,24.725112109510942,1.9846369415988088
2000-07-08,3.9632909165821646,27.642001317634058,24.381952672072806,0.5574601267247323
2000-07-09,4.134759050274844,27.595850856462686,25.085812457963176,0.41363059153047543
2000-07-10,4.446264352583322,27.788856617056663,23.264845387128837,0.6527139796082968
2000-07-11,4.820931512811497,28.35273113915803,21.30204523475498,1.7294713879695405
2000-07-12,2.892334555992507,28.881401591612182,23.205129829440523,1.3758157814900343
2000-07-13,2.672926021541038,29.86677107566537,23.97507411406382,-0.024994231475178097
2000-07-14,2.006061608120694,29.308120575992195,25.129666860349683,-1.0183533759195336
2000-07-15,1.0202480875764233,29.58644936518391,26.039903887467762,-0.17004577941968035
2000-07-16,0.21936764440011225,29.114852710950785,25.600804003071577,-0.6372749077866224
2000-07-17,-0.5061559018576326,29.927706242443612,25.498021837922945,-1.9146316192701727
2000-07-18,-0.5341380107818693,29.790541490131183,26.981886804637007,-0.8201056183818443
2000-07-19,-1.9595906256869196,30.741077778854372,25.93175805028763,-1.3937115337985775
2000-07-20,-1.8769480540289099,30.758014503331754,25.339767156374393,-1.4181836402175902
2000-07-21,-1.5850925217351888,31.006052787798648,24.89853495789603,-2.285711287708623
2000-07-22,0.21320755494892674,30.766810174475083,23.21068705373322,-1.9572175758465562
2000-07-23,0.3267060558026272,31.011763231512628,22.42621939778488,-0.683080664960575
2000-07-24,-0.34000255124895645,30.440068221736396,21.63218656224683,-0.5436139018664645
2000-07-25,0.7597286125744731,30.39827098971702,21.659300177291428,-0.15303628987808415
2000-07-26,1.3388022518909684,30.14505600376375,20.875104995105183,0.018975896605463227
2000-07-27,0.01978435473113782,29.009398622000198,23.03131837691802,1.7215691583229125
2000-07-28,-1.0486067742067922,27.07174048228657,22.533245563043298,1.4190536336297508
2000-07-29,-1.0427260317352698,27.386781848195955,22.50559454156711,1.5538770517935412
2000-07-30,0.10631761686902186,27.510440170723253,22.315168815038533,0.7202305375241836
2000-07-31,-1.5306659737326738,29.607732426372316,21.815629130365274,0.05223654951929202
2000-08-01,-1.343576317730149,29.931649400946775,22.013732572064278,1.6064329764030632
2000-08-02,-0.7256977633699521,30.04036202294028,21.951833186402173,2.1113898145155154
2000-08-03,1.627270211206819,29.814276366238477,22.2874929203075,1.7376360128722492
2000-08-04,3.0980324860381483,29.45822124884931,21.03847884188657,1.2089247958935645
2000-08-05,3.5492510951147507,28.856347125726487,23.026772675531667,2.1325061395509186
2000-08-06,2.7644626282313802,30.194916919808474,23.184191989869777,1.3443634525320158
2000-08-07,3.102231761320587,29.841701304794487,23.445798224686826,1.9349335252181317
2000-08-08,1.3226122240034146,29.335951840028695,23.54843984272162,1.2830058581289192
2000-08-09,1.1686398452072704,28.930482700033476,23.114609999366895,0.9121967448522725
2000-08-10,1.825851418989115,30.229435749730175,24.930880757393115,1.876758563379624
2000-08-11,2.2930566298212827,29.97822072662784,25.37464106458355,0.23838215520962414
2000-08-12,2.486691913126857,30.002318251722198,24.372893205857462,-2.0640175846613236
2000-08-13,3.5529452766109335,30.827285222933185,26.25583490661103,-1.9328541245208488
2000-08-14,3.839550380871044,30.10895056746847,24.736816590278195,0.101799209921835
2000-08-15,2.020742153216613,29.270300586202303,25.70331219314334,-0.4300593565570169
2000-08-16,0.43027672100375614,29.754357860946975,25.6651853430416,1.2571523859980007
2000-08-17,-0.45661011823856956,30.652404822996107,25.329336965882252,2.8049792270210614
2000-08-18,0.5232576759084343,30.209893008968276,27.621246571795613,2.3882946677016688
2000-08-19,-0.605878366953413,30.035476792850563,26.60523915369789,0.8511317070779694
2000-08-20,-1.5040868804914953,31.044012283098013,24.274127123299444,1.8413474269388612
2000-08-21,-2.309078735506744,28.555349924960822,24.798705933264834,3.035632347848898
2000-08-22,-2.9889780740289456,28.724707730785468,24.253193501941645,5.911239026158834
2000-08-23,-1.1416749021392618,29.536247255308258,24.965909148231706,6.185883510447938
2000-08-24,-0.6507409432605924,30.590522448965608,25.686707028235556,6.543494567980154
2000-08-25,-0.7305966518473951,29.31540694388016,24.609675301812988,7.567526534233766
2000-08-26,0.636054452477329,28.628345269172325,24.677882745072004,7.597610760319354
2000-08-27,0.3878817612275197,27.923175008839323,23.973389394469127,6.1042023186361325
2000-08-28,1.8153413726606127,28.137890814433185,22.312449666548883,6.237468043941574
2000-08-29,2.443936033663786,27.580256962916817,21.790543229605216,6.305675056817472
2000-08-30,2.1093446672116354,28.050787270042516,19.66459384218875,7.060788553322078
2000-08-31,0.01706525200896758,28.68093060502336,18.212371306928425,7.351832783130473
2000-09-01,-1.5107167381453157,30.21832031734569,18.391907906302396,7.847340046506086
2000-09-02,-2.3641966628128857,31.831680421780995,18.535490793230323,7.002701393905596
2000-09-03,-2.7215747652719964,31.478040034502587,16.51106674490523,7.282699742649361
2000-09-04,-2.2644419414262456,30.177247940057942,16.088741929794107,4.853377479015617
